,regression_slope,correlation_coefficient,output_val,output_&_lastval_difference,output_time,section_&_output_time_difference,section_start_time,section_end_time,section_time_difference,section_max_value,section_min_value,section_max_min_difference
34,-5.451189428833735e-07,-0.8433001668194989,1.5009,9.999999999998899e-05,13126260.0,60.0,13124520.0,13126200.0,1680.0,1.5016,1.5005,0.001100000000000101
35,4.957647943479575e-08,0.5071438265650239,1.501,-0.0001333333333335407,13133820.0,1020.0,13126500.0,13132800.0,6300.0,1.5011333333333334,1.5005,0.0006333333333334856
36,-8.479550123183804e-08,-0.3677218379327838,1.5008,3.333333333332966e-05,13136760.0,120.0,13134420.0,13136640.0,2220.0,1.501,1.5004,0.0005999999999999339
37,-6.084274864426416e-08,-0.39547648965222865,1.501,-0.00010000000000021103,13139700.0,300.0,13136880.0,13139400.0,2520.0,1.5012,1.5008,0.000400000000000178
38,-4.4616346304109786e-07,-0.618362901771294,1.4991,0.00023333333333352968,13142160.0,60.0,13140000.0,13142100.0,2100.0,1.5005,1.4988666666666666,0.0016333333333333755
39,1.1975945458125554e-07,0.2553081505505148,1.4991,0.000500000000000167,13145460.0,720.0,13142400.0,13144740.0,2340.0,1.4995666666666667,1.4986,0.0009666666666667822
40,-7.193431015832082e-07,-0.8610168431392001,1.4955,-0.0004999999999997229,13152300.0,60.0,13146000.0,13152240.0,6240.0,1.4989,1.4929,0.006000000000000005
41,3.588427785206736e-08,0.04379188414662496,1.4952666666666667,-0.0005333333333332746,13153860.0,180.0,13152360.0,13153680.0,1320.0,1.4965,1.4951,0.0013999999999998458
42,1.0211160527621114e-07,0.21125554105062586,1.4948,0.00013333333333331865,13156860.0,120.0,13154040.0,13156740.0,2700.0,1.4960666666666669,1.4946666666666666,0.00140000000000029
43,2.804096599012274e-07,0.649303500704202,1.4965,0.0004666666666668373,13160520.0,60.0,13157460.0,13160460.0,3000.0,1.496033333333333,1.4946333333333337,0.0013999999999994017
44,-1.9210133388315776e-07,-0.8106692909367661,1.4957,3.333333333332966e-05,13165080.0,60.0,13160820.0,13165020.0,4200.0,1.4966333333333333,1.4955,0.0011333333333332085
45,-3.6984665661138037e-07,-0.5887529237078317,1.4956000000000005,0.00010000000000043308,13166400.0,60.0,13165200.0,13166340.0,1140.0,1.4959,1.4951,0.0007999999999999119
46,6.941672211133197e-07,0.7124894657973433,1.4956000000000005,3.333333333377375e-05,13168980.0,180.0,13166820.0,13168800.0,1980.0,1.4955666666666667,1.4935,0.002066666666666661
47,-1.4576838169723016e-07,-0.31919997561864577,1.4941000000000002,-0.0003333333333330746,13172100.0,540.0,13169160.0,13171560.0,2400.0,1.4957,1.4944333333333333,0.0012666666666667492
48,8.686551543694141e-07,0.7906519104273667,1.4936333333333334,0.00013333333333331865,13174200.0,60.0,13172940.0,13174140.0,1200.0,1.494,1.4929,0.001100000000000101
49,-1.2295081967236534e-07,-0.2243982559433023,1.4934666666666667,-0.0002333333333330856,13175040.0,60.0,13174260.0,13174980.0,720.0,1.4941000000000002,1.4936999999999998,0.00040000000000040004
50,-2.7516277084002622e-06,-0.9147949127930872,1.491,-3.333333333332966e-05,13175820.0,60.0,13175100.0,13175760.0,660.0,1.4933000000000003,1.4910333333333334,0.002266666666666861
51,4.0924711027807746e-07,0.6169189998180745,1.4916333333333334,-0.00023333333333352968,13177020.0,60.0,13175880.0,13176960.0,1080.0,1.492,1.4913,0.0006999999999999229
52,-1.0778727445396088e-06,-0.8989069833098542,1.4906,-6.666666666665932e-05,13177980.0,60.0,13177080.0,13177920.0,840.0,1.4916,1.4905,0.001100000000000101
53,4.696259534972062e-07,0.4166751107527406,1.4910333333333332,-2.220446049250313e-16,13178820.0,60.0,13178100.0,13178760.0,660.0,1.4910333333333334,1.4902333333333333,0.0008000000000001339
54,1.4467592592590119e-06,0.916696560192398,1.4926,-9.999999999998899e-05,13180140.0,180.0,13178880.0,13179960.0,1080.0,1.4927,1.491,0.0016999999999998128
55,7.533670033668176e-07,0.9346474808467591,1.4945666666666666,-0.00013333333333331865,13183500.0,120.0,13180740.0,13183380.0,2640.0,1.4948,1.4927333333333337,0.002066666666666217
56,6.175536660893623e-07,0.8128070552910913,1.4949666666666666,-0.0001333333333335407,13186140.0,60.0,13183920.0,13186080.0,2160.0,1.4954,1.4936999999999998,0.0017000000000002569
57,-2.6347556815190164e-07,-0.6953432831645915,1.4946,0.00019999999999997797,13188960.0,1020.0,13186200.0,13187940.0,1740.0,1.4949,1.4942,0.0006999999999999229
58,1.2248248349197373e-07,0.389668107224915,1.4947,9.999999999998899e-05,13193460.0,240.0,13189620.0,13193220.0,3600.0,1.4953,1.4941666666666666,0.0011333333333334306
59,2.3237074785493626e-07,0.9725780611083199,1.4956000000000005,0.00010000000000043308,13197060.0,180.0,13193640.0,13196880.0,3240.0,1.4955,1.4946,0.0009000000000001229
60,-1.6185686590353526e-07,-0.8066855033114503,1.4944,-0.00013333333333331865,13201800.0,300.0,13198620.0,13201500.0,2880.0,1.4952666666666667,1.4945333333333333,0.0007333333333334746
61,1.0972649700974345e-07,0.7547367509337217,1.4952666666666667,0.00023333333333330764,13206840.0,180.0,13202100.0,13206660.0,4560.0,1.4950333333333334,1.4944,0.0006333333333334856
62,-2.578888354958122e-07,-0.8365267531147739,1.4949,9.999999999998899e-05,13209000.0,120.0,13207080.0,13208880.0,1800.0,1.4955,1.4948,0.000700000000000145
63,2.4733383764242746e-08,0.16643457251574179,1.495,-6.666666666665932e-05,13212720.0,60.0,13209600.0,13212660.0,3060.0,1.4951333333333334,1.4946,0.0005333333333334966
64,1.5606696025088373e-07,0.8336060377928372,1.4948,-0.000500000000000167,13220100.0,2760.0,13213620.0,13217340.0,3720.0,1.4953,1.4944333333333333,0.0008666666666667933
65,1.8303055985457107e-07,0.8345075105537165,1.4973,0.0015000000000000568,13233300.0,1620.0,13220760.0,13231680.0,10920.0,1.4967999999999997,1.4946,0.0021999999999997577
66,-2.0548330799977093e-08,-0.030166656893127988,1.497866666666667,-0.0009333333333330085,13235400.0,240.0,13233480.0,13235160.0,1680.0,1.4994666666666667,1.4982999999999995,0.0011666666666672043
67,-1.8560034021265433e-07,-0.7814301450032659,1.497,0.001000000000000334,13244760.0,360.0,13235460.0,13244400.0,8940.0,1.4985,1.4959999999999998,0.0025000000000001688
68,8.116745919636076e-08,0.15383854790473284,1.5004333333333335,0.0009333333333334526,13249980.0,120.0,13245060.0,13249860.0,4800.0,1.4995,1.4967333333333332,0.002766666666666806
69,7.4065040650403585e-06,0.8881568307508066,1.5064666666666666,0.0005666666666668263,13250760.0,60.0,13250040.0,13250700.0,660.0,1.5066999999999997,1.5018,0.004899999999999682
70,7.237386269644116e-06,0.928615568834056,1.5122,-0.00020000000000020002,13251900.0,60.0,13250820.0,13251840.0,1020.0,1.5124000000000002,1.5053333333333334,0.0070666666666667766
71,-1.2536485697605545e-06,-0.5395983188154199,1.509,-0.00030000000000041105,13252920.0,60.0,13251960.0,13252860.0,900.0,1.5112,1.5084666666666664,0.0027333333333336984
72,1.9970088853699413e-06,0.9162332480192293,1.5096333333333334,-0.0011666666666665382,13254120.0,120.0,13252980.0,13254000.0,1020.0,1.5108,1.5084,0.0023999999999999577
73,1.740988480118748e-06,0.7882375829741219,1.5112333333333334,0.00013333333333331865,13254960.0,60.0,13254240.0,13254900.0,660.0,1.5111,1.5096333333333334,0.0014666666666667272
74,-2.995828593095993e-07,-0.12153759855257155,1.5111,-0.00023333333333352968,13255860.0,60.0,13255080.0,13255800.0,720.0,1.5131666666666668,1.5112333333333332,0.0019333333333335645
75,-2.409398645957587e-07,-0.11396700863285043,1.5093666666666667,-0.0007666666666663602,13256640.0,60.0,13255920.0,13256580.0,660.0,1.5116000000000005,1.510133333333333,0.0014666666666673933
76,4.1904653110953295e-07,0.32362000998053764,1.5096,-0.0011999999999998678,13258080.0,60.0,13256700.0,13258020.0,1320.0,1.5108,1.5087,0.0020999999999999908
77,-1.338383838383893e-06,-0.5818066583985015,1.508233333333333,0.0002333333333330856,13258800.0,60.0,13258140.0,13258740.0,600.0,1.5088,1.5071,0.0016999999999998128
78,5.265735978445471e-07,0.5944599468256099,1.5088666666666668,-0.0001333333333330966,13259580.0,60.0,13258860.0,13259520.0,660.0,1.509,1.5083,0.0006999999999999229
79,2.2147694501152198e-07,0.331436365964344,1.5087,0.0,13260720.0,60.0,13259700.0,13260660.0,960.0,1.5087,1.5079,0.0007999999999999119
80,9.589525831562834e-07,0.8756385724390571,1.5086666666666666,-0.0002666666666666373,13261680.0,60.0,13260780.0,13261620.0,840.0,1.5091,1.5081666666666669,0.0009333333333332305
81,-1.7285272424457e-06,-0.9611473702812594,1.5076,9.999999999998899e-05,13262460.0,60.0,13261740.0,13262400.0,660.0,1.5087,1.5075,0.0011999999999998678
82,-3.5044283413845844e-06,-0.9775561169229247,1.5057,0.00019999999999953388,13263240.0,60.0,13262520.0,13263180.0,660.0,1.5074666666666667,1.5054333333333334,0.0020333333333333314
83,1.6651909859906665e-19,9.200680851661997e-14,1.5063666666666666,0.0003999999999997339,13264140.0,60.0,13263420.0,13264080.0,660.0,1.505966666666667,1.5048666666666666,0.001100000000000323
84,3.1464133923155086e-07,0.6682053351343044,1.5073,-6.666666666665932e-05,13265880.0,60.0,13264320.0,13265820.0,1500.0,1.5073666666666667,1.5066,0.0007666666666668043
85,-1.3379493523116658e-07,-0.42633301959051445,1.5071666666666668,0.00036666666666684833,13268700.0,180.0,13265940.0,13268520.0,2580.0,1.5071,1.5062,0.0009000000000001229
86,2.409145137266561e-08,0.9839821074953184,1.511,0.000500000000000389,13466220.0,60.0,13271460.0,13466160.0,194700.0,1.5113333333333336,1.506,0.005333333333333634
87,9.358842342125766e-08,0.7857347473391172,1.5116000000000005,0.0,13474740.0,300.0,13466400.0,13474440.0,8040.0,1.5118666666666665,1.5107666666666664,0.001100000000000101
88,-4.353004852587536e-08,-0.5054550376898798,1.5109,0.0,13485900.0,360.0,13474860.0,13485540.0,10680.0,1.5117,1.5107,0.001000000000000112
89,1.902019020190293e-07,0.6903257137034727,1.5094666666666667,-0.0003333333333332966,13495020.0,360.0,13486440.0,13494660.0,8220.0,1.5113,1.5083000000000002,0.0029999999999998916
90,-2.2855347640829826e-07,-0.8379429880824706,1.5095,0.00019999999999997797,13502340.0,2940.0,13495380.0,13499400.0,4020.0,1.5102,1.5089,0.0013000000000000789
91,2.000123361896456e-06,0.9600382605602121,1.5144,-0.0008000000000001339,13505760.0,600.0,13503000.0,13505160.0,2160.0,1.5152,1.510233333333333,0.004966666666667008
92,-3.574810606062385e-07,-0.3767597663085134,1.5138,9.999999999998899e-05,13507200.0,180.0,13505880.0,13507020.0,1140.0,1.514,1.5127666666666666,0.0012333333333334195
93,-8.453741462350487e-07,-0.9467203698839142,1.5126,-9.999999999998899e-05,13509600.0,120.0,13507680.0,13509480.0,1800.0,1.514,1.5124000000000002,0.0015999999999998238
94,-2.3543731524952312e-06,-0.9409315572223014,1.5109,-9.999999999998899e-05,13510800.0,120.0,13509720.0,13510680.0,960.0,1.5127,1.5106,0.0020999999999999908
95,-8.46930846931201e-07,-0.8020903363896448,1.5101000000000002,-0.0002999999999997449,13511520.0,60.0,13510860.0,13511460.0,600.0,1.5111,1.5104,0.000700000000000145
96,-1.3274155698393671e-06,-0.7855055771922892,1.5095,-6.666666666688137e-05,13512240.0,60.0,13511580.0,13512180.0,600.0,1.5102666666666666,1.5092333333333334,0.0010333333333332195
97,-4.1135397692790433e-07,-0.3671591271085345,1.5089333333333332,0.00039999999999995595,13513320.0,60.0,13512300.0,13513260.0,960.0,1.5098,1.5085333333333333,0.0012666666666667492
98,1.5921115921117773e-06,0.7628278630477661,1.5092333333333334,-0.0001666666666666483,13514100.0,120.0,13513380.0,13513980.0,600.0,1.5101000000000002,1.5087666666666666,0.0013333333333336306
99,5.782828282827141e-07,0.5760245324605506,1.5105666666666666,9.999999999998899e-05,13515120.0,60.0,13514220.0,13515060.0,840.0,1.5105333333333333,1.5095,0.0010333333333332195
100,1.7498214467902713e-07,0.20459083643803064,1.5108333333333333,0.0001666666666666483,13515840.0,60.0,13515180.0,13515780.0,600.0,1.5111333333333334,1.5105666666666666,0.0005666666666668263
101,-2.188060035842206e-06,-0.9757532891976548,1.5088666666666668,-0.00023333333333330764,13516860.0,60.0,13515900.0,13516800.0,900.0,1.5110333333333337,1.5091,0.0019333333333335645
102,1.6126501297601018e-06,0.6331498641474829,1.5110333333333337,0.00043333333333350765,13517760.0,60.0,13516920.0,13517700.0,780.0,1.5106000000000002,1.5083333333333335,0.002266666666666639
103,-5.353535353531848e-07,-0.262841515529879,1.5115,-3.333333333332966e-05,13518420.0,60.0,13517820.0,13518360.0,540.0,1.5123333333333333,1.5110666666666666,0.0012666666666667492
104,7.67195767195883e-07,0.6874141967172603,1.5121333333333336,-3.333333333332966e-05,13519140.0,60.0,13518480.0,13519080.0,600.0,1.512233333333333,1.5115333333333334,0.0006999999999997009
105,1.19756644252357e-06,0.3754474493610132,1.5132333333333332,-0.00016666666666687036,13519920.0,60.0,13519200.0,13519860.0,660.0,1.514333333333333,1.512233333333333,0.0020999999999999908
106,1.6457074418860216e-06,0.9393802246020515,1.5147000000000002,-0.0005333333333332746,13521000.0,180.0,13519980.0,13520820.0,840.0,1.5152333333333334,1.5134999999999998,0.0017333333333335865
107,-1.316159062637791e-07,-0.18534508052897553,1.5144666666666666,0.0006666666666665932,13522080.0,120.0,13521060.0,13521960.0,900.0,1.5145333333333333,1.5138,0.0007333333333332526
108,1.4753876362652085e-06,0.7415984079829349,1.5161,-0.0002333333333330856,13522920.0,60.0,13522140.0,13522860.0,720.0,1.5163666666666664,1.5149666666666668,0.0013999999999996238
109,2.3957057718999726e-06,0.7845185431255356,1.518,9.999999999998899e-05,13523760.0,120.0,13522980.0,13523640.0,660.0,1.5179,1.5157666666666667,0.0021333333333333204
110,-4.276094276089992e-07,-0.31489614352098283,1.5183,0.00026666666666685934,13524480.0,60.0,13523880.0,13524420.0,540.0,1.5186333333333335,1.5179,0.0007333333333334746
111,6.635802469137641e-07,0.9283122369369541,1.5188999999999997,-0.00010000000000021103,13525680.0,420.0,13524540.0,13525260.0,720.0,1.519,1.5185666666666666,0.0004333333333332856
112,6.475721444618287e-07,0.8473377402002118,1.5194,-0.0001666666666666483,13528020.0,240.0,13525920.0,13527780.0,1860.0,1.5201,1.5180999999999998,0.002000000000000224
113,-5.087505087504256e-07,-0.8923593133548797,1.5190000000000001,-0.00029999999999996696,13528980.0,60.0,13528140.0,13528920.0,780.0,1.5198,1.5193,0.0004999999999999449
114,9.529602595317036e-08,0.1409157575581296,1.5191666666666668,-0.00013333333333331865,13529940.0,120.0,13529040.0,13529820.0,780.0,1.519466666666667,1.5188999999999997,0.0005666666666672704
115,-8.610677760444996e-07,-0.9282099163692803,1.5186,0.0001666666666666483,13531080.0,60.0,13530060.0,13531020.0,960.0,1.5193,1.5184333333333333,0.0008666666666667933
116,1.0117548278760054e-06,0.9193633655656563,1.5195999999999998,9.999999999976694e-05,13532160.0,60.0,13531260.0,13532100.0,840.0,1.5195,1.5186,0.0009000000000001229
117,-7.889396245559361e-07,-0.8301774239694969,1.5192000000000003,0.0001666666666666483,13533420.0,180.0,13532220.0,13533240.0,1020.0,1.5197,1.5188999999999997,0.000800000000000356
118,1.0101010101004525e-07,0.16480856327176532,1.5194,-3.333333333332966e-05,13534380.0,60.0,13533540.0,13534320.0,780.0,1.5195,1.5189666666666668,0.0005333333333332746
119,-3.7886315574922314e-07,-0.9317759605448445,1.5192000000000003,0.00010000000000043308,13535820.0,180.0,13534500.0,13535640.0,1140.0,1.5195999999999998,1.5191,0.0004999999999999449
120,1.984690656567935e-07,0.390151842253094,1.5191333333333332,-6.666666666710341e-05,13537440.0,420.0,13535940.0,13537020.0,1080.0,1.5195999999999998,1.5191,0.0004999999999999449
121,-9.618409718656135e-08,-0.7336298470739259,1.5185000000000002,-0.00019999999999975593,13544640.0,360.0,13537680.0,13544280.0,6600.0,1.5197333333333336,1.5186,0.0011333333333336526
122,1.7670271830160077e-08,0.1678292793823605,1.5178,9.99999999995449e-05,13554600.0,660.0,13545360.0,13553940.0,8580.0,1.5186,1.5175,0.0010999999999998789
123,4.744733938812344e-08,0.28573215920896744,1.5172,-9.999999999998899e-05,13560420.0,720.0,13554720.0,13559700.0,4980.0,1.5183,1.5172666666666668,0.0010333333333332195
124,2.006743892661627e-09,0.03516073124149554,1.5173,-3.333333333310762e-05,13571760.0,780.0,13560600.0,13570980.0,10380.0,1.5175666666666665,1.5168666666666664,0.000700000000000145
125,-2.1409330961929236e-07,-0.6707546928221634,1.5161,0.00019999999999997797,13577760.0,120.0,13571940.0,13577640.0,5700.0,1.5170666666666666,1.5149,0.00216666666666665
126,-3.319656542604001e-07,-0.8125267687285376,1.5144333333333335,-0.0005666666666663822,13582500.0,480.0,13578240.0,13582020.0,3780.0,1.5168,1.515,0.0018000000000000238
127,-2.6353023958222975e-07,-0.642197578604103,1.513,-0.0004999999999999449,13587600.0,60.0,13582740.0,13587540.0,4800.0,1.5155,1.5131666666666663,0.0023333333333337425
128,-5.147258968911189e-07,-0.4703054590634703,1.512233333333333,-0.00026666666666685934,13588620.0,60.0,13587720.0,13588560.0,840.0,1.513,1.5121,0.0008999999999999009
129,1.498316498317034e-06,0.9105210731091234,1.5136000000000005,0.00036666666666684833,13589520.0,60.0,13588740.0,13589460.0,720.0,1.5133,1.5123,0.001000000000000112
130,-1.1578244911575525e-06,-0.7691582191891155,1.5135333333333332,0.0001333333333330966,13590420.0,60.0,13589580.0,13590360.0,780.0,1.5142999999999998,1.5132,0.0010999999999996568
131,-7.718600142843655e-07,-0.7159457304362395,1.5127,-3.333333333332966e-05,13591200.0,60.0,13590540.0,13591140.0,600.0,1.5134999999999998,1.5127333333333333,0.0007666666666665822
132,1.0390595373532225e-06,0.8911847451654298,1.512833333333333,-0.00046666666666705936,13592340.0,120.0,13591260.0,13592220.0,960.0,1.5134999999999998,1.5124666666666666,0.0010333333333332195
133,-8.303249097472544e-07,-0.5848778600722095,1.5131,0.00019999999999997797,13593120.0,60.0,13592400.0,13593060.0,660.0,1.5139000000000002,1.5129,0.001000000000000334
134,-4.6279850009878887e-07,-0.45992307316982983,1.5144,0.0010333333333329975,13594140.0,60.0,13593240.0,13594080.0,840.0,1.5134999999999998,1.5127666666666666,0.0007333333333332526
135,1.317016317016146e-06,0.7675412989995388,1.5150999999999997,-3.333333333355171e-05,13594860.0,60.0,13594200.0,13594800.0,600.0,1.5153666666666668,1.5143666666666666,0.001000000000000112
136,-5.996472663143956e-07,-0.5658273890759473,1.5155333333333336,0.00026666666666730343,13595700.0,120.0,13594920.0,13595580.0,660.0,1.5157,1.5149,0.0008000000000001339
137,4.999999999999741e-06,0.7816823484792133,1.5185333333333333,0.00043333333333350765,13596420.0,120.0,13595760.0,13596300.0,540.0,1.5188,1.5157,0.0030999999999998806
138,2.022518080210417e-06,0.9116092908107725,1.5201,-6.666666666688137e-05,13597740.0,360.0,13596480.0,13597380.0,900.0,1.5201666666666669,1.517966666666667,0.0021999999999999797
139,3.6652791119649675e-06,0.9699372708562898,1.521766666666667,-0.00016666666666620422,13598580.0,60.0,13597860.0,13598520.0,660.0,1.5219333333333331,1.5195999999999998,0.0023333333333332984
140,3.326599326599678e-06,0.9248309673585035,1.5238333333333334,6.666666666665932e-05,13599240.0,60.0,13598640.0,13599180.0,540.0,1.5237666666666667,1.5218,0.001966666666666672
141,1.4545454545456084e-06,0.618069394346217,1.5234666666666667,3.333333333332966e-05,13599900.0,60.0,13599300.0,13599840.0,540.0,1.524066666666667,1.5226999999999995,0.0013666666666674043
142,4.949494949494405e-07,0.19327772021203038,1.5235666666666667,-0.0002666666666666373,13600560.0,60.0,13599960.0,13600500.0,540.0,1.524,1.5226333333333333,0.0013666666666667382
143,-5.262626262626222e-06,-0.9469915412273681,1.5219333333333334,0.0003333333333332966,13601220.0,60.0,13600620.0,13601160.0,540.0,1.5237666666666667,1.5213333333333334,0.0024333333333332874
144,1.962816406004888e-06,0.8912380154995722,1.5229,-0.00013333333333331865,13602060.0,60.0,13601280.0,13602000.0,720.0,1.5233666666666668,1.5218999999999998,0.0014666666666669492
145,2.8956228956272867e-07,0.4505644729817947,1.5231666666666666,-0.0001333333333335407,13602720.0,60.0,13602120.0,13602660.0,540.0,1.5233,1.5229,0.000400000000000178
146,9.749920861029053e-07,0.8141420256529466,1.5239666666666667,9.999999999998899e-05,13603680.0,60.0,13602960.0,13603620.0,660.0,1.5241,1.5232,0.0008999999999999009
147,1.1191626409017094e-06,0.8161014393976539,1.5244,-0.00029999999999996696,13604520.0,60.0,13603740.0,13604460.0,720.0,1.5247,1.5236666666666665,0.0010333333333334416
148,-4.292929292929044e-06,-0.9400147624459713,1.521766666666667,0.00020000000000020002,13605480.0,60.0,13604880.0,13605420.0,540.0,1.5237333333333334,1.5215666666666667,0.00216666666666665
149,-3.6026936026889446e-07,-0.34823135990384696,1.5212333333333332,-0.0005333333333337187,13606140.0,60.0,13605540.0,13606080.0,540.0,1.5223000000000002,1.5217,0.000600000000000156
150,1.3996388028896347e-06,0.7878949688362529,1.5237,0.0,13607280.0,60.0,13606320.0,13607220.0,900.0,1.5237,1.5219333333333331,0.0017666666666669162
